rater_id,reference_title,soft_attribute,less_than,about_as,more_than
33,Toy Story (1995),bizarre,"[""The Sixth Sense (1999)"",""Charlie's Angels (2000)"",""Mrs. Doubtfire (1993)""]","[""Toy Story 2 (1999)"",""Aladdin (1992)"",""Big (1988)"",""Liar Liar (1997)""]","[""Addams Family Values (1993)"",""The Santa Clause (1994)"",""The Nightmare Before Christmas (1993)""]"
33,Babe (1995),boring,"[""The Cable Guy (1996)"",""Ace Ventura: Pet Detective (1994)""]","[""Toy Story 2 (1999)"",""The Little Mermaid (1989)"",""Honey, I Shrunk the Kids (1989)"",""Beauty and the Beast (1991)""]","[""Charlie's Angels (2000)"",""Batman (1989)"",""Jurassic Park (1993)"",""The Fifth Element (1997)""]"
33,Ace Ventura: When Nature Calls (1995),budget,"[""E.T. the Extra-Terrestrial (1982)"",""Mrs. Doubtfire (1993)"",""My Cousin Vinny (1992)""]","[""Coneheads (1993)"",""Happy Gilmore (1996)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Monsters, Inc. (2001)"",""Bug's Life, A (1998)"",""The Nightmare Before Christmas (1993)"",""Home Alone (1990)""]"
33,Aladdin (1992),cartoonish,"[""The Sixth Sense (1999)"",""The Truman Show (1998)"",""Beverly Hills Cop III (1994)"",""Jaws (1975)"",""The Shining (1980)"",""Forrest Gump (1994)"",""Clueless (1995)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]","[""Ace Ventura: Pet Detective (1994)"",""The Incredibles (2004)""]",
33,Snow White and the Seven Dwarfs (1937),cheesy,"[""Home Alone (1990)"",""My Cousin Vinny (1992)"",""Jurassic Park (1993)"",""Beetlejuice (1988)"",""One Flew Over the Cuckoo's Nest (1975)""]","[""Spider-Man (2002)"",""Ace Ventura: Pet Detective (1994)"",""Happy Gilmore (1996)""]","[""Austin Powers: International Man of Mystery (1997)"",""Babe (1995)""]"
33,The Cable Guy (1996),complicated,"[""The Lion King (1994)"",""The Little Mermaid (1989)"",""Snow White and the Seven Dwarfs (1937)""]","[""Cast Away (2000)"",""RoboCop (1987)"",""Toy Story (1995)"",""Shrek (2001)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Home Alone (1990)"",""Mrs. Doubtfire (1993)""]"
33,Ace Ventura: When Nature Calls (1995),confusing,"[""Clueless (1995)"",""Jaws (1975)"",""Jurassic Park (1993)"",""E.T. the Extra-Terrestrial (1982)"",""One Flew Over the Cuckoo's Nest (1975)""]","[""Toy Story 2 (1999)"",""Toy Story (1995)""]","[""Mary Poppins (1964)"",""Mars Attacks! (1996)"",""American Beauty (1999)""]"
33,Toy Story (1995),crazy gore,"[""Mary Poppins (1964)"",""Beverly Hills Cop III (1994)"",""Good Will Hunting (1997)""]","[""Bug's Life, A (1998)"",""The Nutty Professor (1996)"",""The Incredibles (2004)""]","[""Batman Forever (1995)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""To Kill a Mockingbird (1962)"",""Shrek 2 (2004)""]"
33,Aladdin (1992),dense,"[""Charlie's Angels (2000)"",""Honey, I Shrunk the Kids (1989)"",""Ace Ventura: When Nature Calls (1995)""]","[""The Nightmare Before Christmas (1993)"",""E.T. the Extra-Terrestrial (1982)"",""The Lion King (1994)""]","[""Lethal Weapon (1987)"",""One Flew Over the Cuckoo's Nest (1975)"",""Predator (1987)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]"
33,Jurassic Park (1993),documentary style,"[""Beetlejuice (1988)"",""Batman (1989)"",""Naked Gun 33 1/3: The Final Insult (1994)"",""Shrek (2001)"",""The Nutty Professor (1996)"",""Ace Ventura: Pet Detective (1994)""]","[""My Cousin Vinny (1992)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""The Truman Show (1998)"",""To Kill a Mockingbird (1962)""]"
33,To Kill a Mockingbird (1962),dramatic,"[""Finding Nemo (2003)"",""Bug's Life, A (1998)"",""Men in Black (a.k.a. MIB) (1997)"",""Mars Attacks! (1996)""]","[""Jaws (1975)"",""The Little Mermaid (1989)"",""Aladdin (1992)""]","[""Lethal Weapon (1987)"",""Forrest Gump (1994)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)""]"
33,Toy Story (1995),dynamic,"[""Robin Hood: Men in Tights (1993)"",""Beverly Hills Cop III (1994)"",""The Little Mermaid (1989)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Babe (1995)"",""Die Hard (1988)""]","[""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Jumanji (1995)"",""Edward Scissorhands (1990)"",""Predator (1987)""]"
33,Clueless (1995),entertaining,"[""To Kill a Mockingbird (1962)""]","[""Good Will Hunting (1997)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Aladdin (1992)"",""Robin Hood: Men in Tights (1993)"",""Shrek 2 (2004)"",""Monsters, Inc. (2001)"",""Shrek (2001)"",""Toy Story (1995)"",""Happy Gilmore (1996)""]"
33,The Lion King (1994),exaggerated,"[""Schindler's List (1993)"",""One Flew Over the Cuckoo's Nest (1975)""]","[""Bug's Life, A (1998)"",""The Little Mermaid (1989)""]","[""Willy Wonka & the Chocolate Factory (1971)"",""Ghost (1990)"",""Home Alone (1990)"",""Chicken Run (2000)"",""Jumanji (1995)"",""The Santa Clause (1994)""]"
33,The Fifth Element (1997),factual,"[""Jaws (1975)"",""Shrek 2 (2004)"",""Bug's Life, A (1998)""]","[""Honey, I Shrunk the Kids (1989)"",""Home Alone (1990)"",""Ace Ventura: When Nature Calls (1995)"",""Ace Ventura: Pet Detective (1994)""]","[""The Green Mile (1999)"",""American Beauty (1999)"",""Die Hard (1988)""]"
33,Toy Story 2 (1999),far-fetched,"[""Gone with the Wind (1939)"",""Stand by Me (1986)"",""The Cable Guy (1996)"",""My Cousin Vinny (1992)""]","[""Bug's Life, A (1998)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Toy Story (1995)"",""Snow White and the Seven Dwarfs (1937)"",""Ace Ventura: Pet Detective (1994)"",""Robin Hood: Men in Tights (1993)""]",
33,Shrek (2001),feels real,"[""Toy Story (1995)"",""Aladdin (1992)""]","[""Honey, I Shrunk the Kids (1989)"",""Who Framed Roger Rabbit? (1988)""]","[""What's Eating Gilbert Grape (1993)"",""My Cousin Vinny (1992)"",""Jurassic Park (1993)"",""Mrs. Doubtfire (1993)"",""Charlie's Angels (2000)"",""The Cable Guy (1996)""]"
33,The Santa Clause (1994),fictionalized,"[""Happy Gilmore (1996)"",""To Kill a Mockingbird (1962)"",""Gone with the Wind (1939)"",""Home Alone (1990)"",""The Shining (1980)"",""Clueless (1995)"",""American Beauty (1999)"",""The Cable Guy (1996)""]","[""Ghostbusters (a.k.a. Ghost Busters) (1984)""]","[""Bug's Life, A (1998)""]"
33,The Green Mile (1999),funny,"[""Ghost (1990)"",""Jaws (1975)""]","[""Beauty and the Beast (1991)"",""The Fifth Element (1997)""]","[""Beetlejuice (1988)"",""Babe (1995)"",""Happy Gilmore (1996)"",""Willy Wonka & the Chocolate Factory (1971)"",""Chicken Run (2000)"",""The Little Mermaid (1989)""]"
33,"Bug's Life, A (1998)",gory,"[""Happy Gilmore (1996)""]","[""Ghost (1990)"",""E.T. the Extra-Terrestrial (1982)"",""The Incredibles (2004)"",""Beauty and the Beast (1991)"",""Jumanji (1995)""]","[""Charlie's Angels (2000)"",""To Kill a Mockingbird (1962)"",""Edward Scissorhands (1990)"",""The Lion King (1994)""]"
33,Addams Family Values (1993),harsh,"[""Bug's Life, A (1998)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Snow White and the Seven Dwarfs (1937)"",""The Santa Clause (1994)""]","[""The Wizard of Oz (1939)"",""Robin Hood: Men in Tights (1993)"",""Big (1988)""]","[""Jurassic Park (1993)"",""American Beauty (1999)"",""Forrest Gump (1994)""]"
33,The Wizard of Oz (1939),heartfelt,"[""Batman (1989)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Austin Powers: International Man of Mystery (1997)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Jumanji (1995)"",""Honey, I Shrunk the Kids (1989)"",""Beverly Hills Cop III (1994)"",""Happy Gilmore (1996)""]","[""Toy Story 2 (1999)""]","[""Good Will Hunting (1997)""]"
33,Die Hard (1988),impactful,"[""Batman Forever (1995)"",""Jurassic Park (1993)"",""Finding Nemo (2003)""]","[""Aladdin (1992)"",""Monsters, Inc. (2001)"",""Coneheads (1993)""]","[""Forrest Gump (1994)"",""The Green Mile (1999)"",""To Kill a Mockingbird (1962)"",""Edward Scissorhands (1990)""]"
33,Ghostbusters (a.k.a. Ghost Busters) (1984),incomprehensible,"[""The Green Mile (1999)"",""The Sixth Sense (1999)"",""Mrs. Doubtfire (1993)"",""What's Eating Gilbert Grape (1993)"",""Cast Away (2000)"",""Liar Liar (1997)""]","[""Austin Powers: International Man of Mystery (1997)"",""Ghost (1990)""]","[""Mary Poppins (1964)"",""Toy Story (1995)""]"
33,Ghostbusters (a.k.a. Ghost Busters) (1984),intense,"[""Toy Story 2 (1999)"",""The Nutty Professor (1996)"",""Toy Story (1995)"",""Ghost (1990)""]","[""Liar Liar (1997)"",""Honey, I Shrunk the Kids (1989)""]","[""The Cable Guy (1996)"",""Lethal Weapon (1987)"",""Jurassic Park (1993)"",""Die Hard (1988)""]"
33,Die Hard (1988),interesting,"[""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""The Fifth Element (1997)"",""Toy Story 2 (1999)"",""Lethal Weapon (1987)"",""Toy Story (1995)""]","[""Honey, I Shrunk the Kids (1989)"",""Mrs. Doubtfire (1993)"",""Forrest Gump (1994)"",""E.T. the Extra-Terrestrial (1982)"",""Monsters, Inc. (2001)""]"
33,Who Framed Roger Rabbit? (1988),juvenile humor,"[""Stand by Me (1986)"",""E.T. the Extra-Terrestrial (1982)"",""Jurassic Park (1993)"",""Good Will Hunting (1997)""]","[""The Green Mile (1999)"",""Men in Black (a.k.a. MIB) (1997)"",""Toy Story 2 (1999)"",""The Little Mermaid (1989)""]","[""Home Alone (1990)"",""Naked Gun 33 1/3: The Final Insult (1994)""]"
33,Predator (1987),light-hearted,"[""What's Eating Gilbert Grape (1993)"",""Jaws (1975)""]","[""The Sixth Sense (1999)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Toy Story 2 (1999)"",""Beetlejuice (1988)"",""Gone with the Wind (1939)"",""Aladdin (1992)"",""The Incredibles (2004)"",""Willy Wonka & the Chocolate Factory (1971)""]"
33,Spider-Man (2002),long,"[""Mars Attacks! (1996)"",""Who Framed Roger Rabbit? (1988)""]","[""Toy Story (1995)"",""Beetlejuice (1988)"",""Batman Forever (1995)"",""E.T. the Extra-Terrestrial (1982)""]","[""The Fifth Element (1997)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Mary Poppins (1964)"",""The Truman Show (1998)""]"
33,Home Alone (1990),mainstream,"[""Good Will Hunting (1997)"",""Cast Away (2000)"",""Robin Hood: Men in Tights (1993)"",""Mars Attacks! (1996)"",""My Cousin Vinny (1992)""]","[""Big (1988)"",""Honey, I Shrunk the Kids (1989)"",""Ghost (1990)""]","[""Jumanji (1995)"",""Jurassic Park (1993)""]"
33,Babe (1995),make you think,"[""The Cable Guy (1996)"",""Addams Family Values (1993)"",""Ace Ventura: When Nature Calls (1995)"",""Snow White and the Seven Dwarfs (1937)"",""The Wizard of Oz (1939)"",""Ace Ventura: Pet Detective (1994)""]","[""Liar Liar (1997)"",""Shrek (2001)""]","[""Stand by Me (1986)"",""Big (1988)""]"
33,The Santa Clause (1994),mindless,"[""Charlie's Angels (2000)"",""Edward Scissorhands (1990)"",""The Nightmare Before Christmas (1993)"",""To Kill a Mockingbird (1962)"",""Good Will Hunting (1997)"",""The Fifth Element (1997)"",""Batman (1989)""]","[""Mrs. Doubtfire (1993)"",""The Sound of Music (1965)""]","[""Beetlejuice (1988)""]"
33,Men in Black (a.k.a. MIB) (1997),mushy mushy,"[""The Fifth Element (1997)"",""The Wizard of Oz (1939)"",""What's Eating Gilbert Grape (1993)"",""Naked Gun 33 1/3: The Final Insult (1994)""]","[""Charlie's Angels (2000)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Shrek 2 (2004)""]","[""Forrest Gump (1994)"",""Ghost (1990)"",""The Sound of Music (1965)""]"
33,Austin Powers: International Man of Mystery (1997),original,"[""Batman Forever (1995)"",""Good Will Hunting (1997)""]","[""The Sixth Sense (1999)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Liar Liar (1997)""]","[""Edward Scissorhands (1990)"",""Mars Attacks! (1996)"",""Ace Ventura: Pet Detective (1994)"",""Monsters, Inc. (2001)"",""E.T. the Extra-Terrestrial (1982)""]"
33,Who Framed Roger Rabbit? (1988),over the top,"[""Bug's Life, A (1998)"",""The Nightmare Before Christmas (1993)""]","[""The Wizard of Oz (1939)"",""Beauty and the Beast (1991)"",""Clueless (1995)"",""The Little Mermaid (1989)""]","[""The Cable Guy (1996)"",""Predator (1987)"",""The Truman Show (1998)"",""Austin Powers: International Man of Mystery (1997)""]"
33,Mrs. Doubtfire (1993),overrated,"[""The Shining (1980)"",""Willy Wonka & the Chocolate Factory (1971)"",""What's Eating Gilbert Grape (1993)"",""Predator (1987)""]","[""Shrek (2001)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Snow White and the Seven Dwarfs (1937)"",""The Wizard of Oz (1939)"",""Spider-Man (2002)"",""Jumanji (1995)""]"
33,My Cousin Vinny (1992),playful,"[""To Kill a Mockingbird (1962)"",""Jurassic Park (1993)"",""Predator (1987)""]","[""Monsters, Inc. (2001)"",""Honey, I Shrunk the Kids (1989)"",""Lethal Weapon (1987)""]","[""Ghost (1990)"",""Shrek (2001)"",""Toy Story (1995)"",""Toy Story 2 (1999)""]"
33,The Nightmare Before Christmas (1993),pointless,"[""Schindler's List (1993)"",""Good Will Hunting (1997)""]","[""Men in Black (a.k.a. MIB) (1997)"",""The Green Mile (1999)"",""Batman (1989)"",""Die Hard (1988)""]","[""Mary Poppins (1964)"",""Predator (1987)"",""Naked Gun 33 1/3: The Final Insult (1994)"",""Beverly Hills Cop III (1994)""]"
33,Beauty and the Beast (1991),predictable,"[""Cast Away (2000)"",""Addams Family Values (1993)"",""Willy Wonka & the Chocolate Factory (1971)"",""American Beauty (1999)""]","[""Spider-Man (2002)"",""Batman Forever (1995)"",""Monsters, Inc. (2001)""]","[""Babe (1995)"",""Happy Gilmore (1996)"",""Lethal Weapon (1987)""]"
33,RoboCop (1987),realistic,"[""Snow White and the Seven Dwarfs (1937)"",""Who Framed Roger Rabbit? (1988)"",""The Nightmare Before Christmas (1993)"",""Beauty and the Beast (1991)"",""The Wizard of Oz (1939)"",""The Incredibles (2004)""]","[""Spider-Man (2002)"",""E.T. the Extra-Terrestrial (1982)""]","[""Schindler's List (1993)"",""My Cousin Vinny (1992)""]"
33,Batman Forever (1995),romantic,"[""Ace Ventura: Pet Detective (1994)"",""Jurassic Park (1993)""]","[""Ace Ventura: When Nature Calls (1995)"",""Liar Liar (1997)"",""Men in Black (a.k.a. MIB) (1997)"",""Clueless (1995)""]","[""Austin Powers: The Spy Who Shagged Me (1999)"",""Edward Scissorhands (1990)"",""Snow White and the Seven Dwarfs (1937)"",""Forrest Gump (1994)""]"
33,Jaws (1975),sappy,"[""Charlie's Angels (2000)"",""Jurassic Park (1993)""]","[""The Incredibles (2004)"",""Men in Black (a.k.a. MIB) (1997)"",""The Cable Guy (1996)""]","[""Happy Gilmore (1996)"",""The Sound of Music (1965)"",""The Little Mermaid (1989)"",""Who Framed Roger Rabbit? (1988)"",""The Wizard of Oz (1939)""]"
33,Batman (1989),scary,"[""Austin Powers: International Man of Mystery (1997)"",""Bug's Life, A (1998)"",""Willy Wonka & the Chocolate Factory (1971)"",""The Sound of Music (1965)"",""The Santa Clause (1994)"",""Good Will Hunting (1997)""]","[""Forrest Gump (1994)"",""Gone with the Wind (1939)"",""One Flew Over the Cuckoo's Nest (1975)"",""The Green Mile (1999)""]",
33,Big (1988),serious,"[""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Ace Ventura: When Nature Calls (1995)"",""The Lion King (1994)"",""Beverly Hills Cop III (1994)"",""Liar Liar (1997)"",""Finding Nemo (2003)""]","[""Good Will Hunting (1997)"",""E.T. the Extra-Terrestrial (1982)"",""Edward Scissorhands (1990)""]","[""What's Eating Gilbert Grape (1993)""]"
33,The Sixth Sense (1999),simplistic script,"[""Men in Black (a.k.a. MIB) (1997)"",""Monsters, Inc. (2001)"",""American Beauty (1999)""]","[""Jurassic Park (1993)"",""Mary Poppins (1964)"",""Honey, I Shrunk the Kids (1989)"",""Cast Away (2000)""]","[""Naked Gun 33 1/3: The Final Insult (1994)"",""Ace Ventura: When Nature Calls (1995)"",""The Incredibles (2004)""]"
33,Batman Forever (1995),slow-paced,"[""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Bug's Life, A (1998)"",""Happy Gilmore (1996)""]","[""The Incredibles (2004)"",""Willy Wonka & the Chocolate Factory (1971)"",""RoboCop (1987)""]","[""What's Eating Gilbert Grape (1993)"",""Toy Story (1995)"",""Lethal Weapon (1987)"",""Good Will Hunting (1997)""]"
33,Shrek (2001),tearful,"[""Mars Attacks! (1996)"",""Men in Black (a.k.a. MIB) (1997)"",""Ace Ventura: When Nature Calls (1995)"",""The Sound of Music (1965)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Charlie's Angels (2000)"",""Clueless (1995)""]","[""Who Framed Roger Rabbit? (1988)""]","[""Ghost (1990)"",""To Kill a Mockingbird (1962)""]"
33,Toy Story (1995),terrifying,"[""Shrek (2001)"",""Happy Gilmore (1996)"",""Ace Ventura: When Nature Calls (1995)""]","[""The Incredibles (2004)"",""Willy Wonka & the Chocolate Factory (1971)"",""Ghost (1990)"",""Men in Black (a.k.a. MIB) (1997)""]","[""Edward Scissorhands (1990)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""Jumanji (1995)""]"
33,Aladdin (1992),tongue and cheek,"[""Chicken Run (2000)"",""Mary Poppins (1964)"",""What's Eating Gilbert Grape (1993)"",""Batman (1989)"",""E.T. the Extra-Terrestrial (1982)"",""Stand by Me (1986)""]","[""The Little Mermaid (1989)"",""Willy Wonka & the Chocolate Factory (1971)""]","[""Mars Attacks! (1996)"",""Happy Gilmore (1996)""]"
33,The Truman Show (1998),twisty,"[""Mrs. Doubtfire (1993)"",""The Sound of Music (1965)"",""The Fifth Element (1997)""]","[""The Nutty Professor (1996)"",""Bug's Life, A (1998)"",""Ace Ventura: Pet Detective (1994)"",""The Incredibles (2004)""]","[""Shrek (2001)"",""Forrest Gump (1994)"",""Mars Attacks! (1996)""]"
33,Die Hard (1988),typical,"[""Willy Wonka & the Chocolate Factory (1971)"",""Chicken Run (2000)"",""The Truman Show (1998)"",""Austin Powers: International Man of Mystery (1997)"",""The Cable Guy (1996)""]","[""Jaws (1975)"",""Forrest Gump (1994)"",""Snow White and the Seven Dwarfs (1937)"",""Aladdin (1992)""]","[""Batman (1989)""]"
33,The Sound of Music (1965),unique story,"[""Predator (1987)"",""The Nutty Professor (1996)""]","[""Mrs. Doubtfire (1993)"",""RoboCop (1987)"",""The Lion King (1994)""]","[""E.T. the Extra-Terrestrial (1982)"",""The Shining (1980)"",""Ace Ventura: Pet Detective (1994)"",""Willy Wonka & the Chocolate Factory (1971)"",""One Flew Over the Cuckoo's Nest (1975)""]"
33,Beverly Hills Cop III (1994),unrealistic,"[""Liar Liar (1997)"",""Robin Hood: Men in Tights (1993)"",""Forrest Gump (1994)""]","[""The Green Mile (1999)"",""Mrs. Doubtfire (1993)""]","[""Gone with the Wind (1939)"",""Ace Ventura: When Nature Calls (1995)"",""Big (1988)"",""The Fifth Element (1997)"",""The Little Mermaid (1989)""]"
33,Liar Liar (1997),violent,"[""Ghost (1990)"",""The Wizard of Oz (1939)""]","[""Honey, I Shrunk the Kids (1989)"",""Snow White and the Seven Dwarfs (1937)"",""Naked Gun 33 1/3: The Final Insult (1994)""]","[""The Lord of the Rings: The Fellowship of the Ring (2001)"",""To Kill a Mockingbird (1962)"",""Schindler's List (1993)"",""The Little Mermaid (1989)"",""Forrest Gump (1994)""]"
33,Big (1988),well directed,"[""Willy Wonka & the Chocolate Factory (1971)"",""One Flew Over the Cuckoo's Nest (1975)"",""Naked Gun 33 1/3: The Final Insult (1994)""]","[""Ace Ventura: When Nature Calls (1995)"",""Happy Gilmore (1996)""]","[""The Lion King (1994)"",""The Sixth Sense (1999)"",""Who Framed Roger Rabbit? (1988)"",""Aladdin (1992)"",""Forrest Gump (1994)""]"
34,Aladdin (1992),action filled,"[""Four Weddings and a Funeral (1994)"",""Goodfellas (1990)""]","[""Titanic (1997)"",""The Lion King (1994)"",""Catch Me If You Can (2002)"",""Saving Private Ryan (1998)""]","[""Star Wars: Episode VI - Return of the Jedi (1983)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Indiana Jones and the Last Crusade (1989)"",""Mission: Impossible (1996)""]"
34,Indiana Jones and the Last Crusade (1989),animated,"[""The Firm (1993)"",""When Harry Met Sally... (1989)"",""Schindler's List (1993)"",""Psycho (1960)"",""Top Gun (1986)"",""Mrs. Doubtfire (1993)""]","[""Star Trek: Generations (1994)"",""Big (1988)""]","[""Jumanji (1995)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
